date/time: ,31/05/2023,08:17 p.m.
Run 1

time	Velocity 2
12,983333	7,944922E-1
13,000000	7,943481E-1
13,016667	7,944762E-1
13,033333	7,945776E-1
13,050000	7,942787E-1
13,066667	7,945135E-1
13,083333	7,945456E-1
13,100000	7,944175E-1
13,116667	7,942626E-1
13,133333	7,943053E-1
13,150000	7,945296E-1
13,166667	7,945296E-1
13,183333	7,944655E-1
13,200000	7,942733E-1
13,216667	7,944068E-1
13,233333	7,942840E-1
13,250000	7,942520E-1
13,266667	7,944602E-1
13,283333	7,943107E-1
13,300000	7,943854E-1
13,316667	7,943908E-1
13,333333	7,945563E-1
13,350000	7,944762E-1
13,366667	7,944655E-1
13,383333	7,945349E-1
13,400000	7,942947E-1
13,416667	7,944175E-1
13,433333	7,945563E-1
13,450000	7,943587E-1
13,466667	7,945456E-1
13,483333	7,944068E-1
13,500000	7,944975E-1
13,516667	7,944655E-1
13,533333	7,945349E-1
13,550000	7,943587E-1
13,566667	7,943160E-1
13,583333	7,945563E-1
13,600000	7,943641E-1
13,616667	7,943160E-1
13,633333	7,943587E-1
13,650000	7,945189E-1
13,666667	7,945135E-1
13,683333	7,944548E-1
13,700000	7,945616E-1
13,716667	7,943747E-1
13,733333	7,942893E-1
13,750000	7,944762E-1
13,766667	7,943214E-1
13,783333	7,942893E-1
13,800000	7,944068E-1
13,816667	7,944335E-1
13,833333	7,943801E-1
13,850000	7,944068E-1
13,866667	7,942626E-1
13,883333	7,942787E-1
13,900000	7,945082E-1
13,916667	7,944495E-1
13,933333	7,943160E-1
13,950000	7,944014E-1
13,966667	7,944708E-1
13,983333	7,944281E-1
14,000000	7,944121E-1
14,016667	7,943694E-1
14,033333	7,943747E-1
14,050000	7,945296E-1
14,066667	7,944495E-1
14,083333	7,945242E-1
14,100000	7,945296E-1
14,116667	7,944175E-1
14,133333	7,944175E-1
14,150000	7,944762E-1
14,166667	7,943107E-1
14,183333	7,943908E-1
14,200000	7,945082E-1
14,216667	7,944228E-1
14,233333	7,944602E-1
14,250000	7,943053E-1
14,266667	7,944228E-1
14,283333	7,943854E-1
14,300000	7,944975E-1
14,316667	7,944869E-1
14,333333	7,943214E-1
14,350000	7,942840E-1
14,366667	7,944655E-1
14,383333	7,943267E-1
14,400000	7,945242E-1
14,416667	7,942733E-1
14,433333	7,942733E-1
14,450000	7,942733E-1
14,466667	7,943641E-1
14,483333	7,942787E-1
14,500000	7,944228E-1
14,516667	7,942840E-1
14,533333	7,944068E-1
14,550000	7,944548E-1
14,566667	7,943160E-1
14,583333	7,945189E-1
14,600000	7,945082E-1
14,616667	7,945456E-1
14,633333	7,944388E-1
14,650000	7,944708E-1
14,666667	7,942787E-1
14,683333	7,944975E-1
14,700000	7,942840E-1
14,716667	7,944441E-1
14,733333	7,942893E-1
14,750000	7,945563E-1
14,766667	7,943107E-1
14,783333	7,943961E-1
14,800000	7,943908E-1
14,816667	7,943908E-1
14,833333	7,945082E-1
14,850000	7,944335E-1
14,866667	7,944762E-1
14,883333	7,945029E-1
14,900000	7,943854E-1
14,916667	7,943587E-1
14,933333	7,944281E-1
14,950000	7,945349E-1
14,966667	7,944708E-1
14,983333	7,943694E-1
15,000000	7,944281E-1

